         26329217 function calls (26046623 primitive calls) in 18.219 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 pyOpt_optimization.py:1601(_mapXtoOpt)
       64    0.000    0.000    0.000    0.000 type_check.py:162(_imag_dispatcher)
       42    0.000    0.000    0.000    0.000 {built-in method _operator.lt}
       26    0.000    0.000    0.000    0.000 sharding_impls.py:897(_to_xla_hlo_sharding)
        4    0.000    0.000    0.000    0.000 partial_eval.py:1634(close_jaxpr)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:381(__subclasshook__)
       34    0.000    0.000    0.000    0.000 sre_parse.py:169(__setitem__)
       18    0.000    0.000    0.000    0.000 _base.py:4002(set_navigate_mode)
        5    0.000    0.000    0.000    0.000 solves.py:179(_flatten)
        5    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
       40    0.000    0.000    0.000    0.000 pjit.py:2026(<listcomp>)
        3    0.000    0.000    0.000    0.000 lax.py:1706(<listcomp>)
        1    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
       41    0.000    0.000    0.000    0.000 lax.py:203(<genexpr>)
        8    0.000    0.000    0.000    0.000 lax.py:115(<genexpr>)
       21    0.000    0.000    0.000    0.000 reductions.py:158(<genexpr>)
        4    0.000    0.000    0.000    0.000 batching.py:436(<listcomp>)
        9    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        2    0.000    0.000    0.000    0.000 pyOpt_optimization.py:404(addObj)
        1    0.000    0.000    0.000    0.000 textpath.py:26(__init__)
       26    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        6    0.000    0.000    0.000    0.000 __init__.py:580(<genexpr>)
        5    0.000    0.000    0.000    0.000 util.py:417(tuple_delete)
        7    0.000    0.000    0.000    0.000 util.py:413(tuple_insert)
       14    0.000    0.000    0.000    0.000 multipleEmitterOnlineLocationAndPowerEstimator.py:504(get_params)
        1    0.000    0.000    0.000    0.000 __init__.py:972(distributions)
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        2    0.000    0.000    0.000    0.000 {method 'num_option' of 'pyipoptcore.Problem' objects}
        1    0.000    0.000    0.000    0.000 pxla.py:1971(_create_da_object)
        7    0.000    0.000    0.000    0.000 validation.py:1987(_get_feature_names)
       18    0.000    0.000    0.000    0.000 spines.py:583(__setitem__)
        1    0.000    0.000    0.000    0.000 sharding_impls.py:112(_addressable_device_assignment)
        1    0.000    0.000    0.000    0.000 lax.py:4255(<listcomp>)
       16    0.000    0.000    0.000    0.000 core.py:2394(_param_uses_outfeed)
        7    0.000    0.000    0.000    0.000 batching.py:728(<setcomp>)
        1    0.000    0.000    0.000    0.000 pjit.py:1(<module>)
        2    0.000    0.000    0.000    0.000 Image.py:3450(register_extensions)
        1    0.000    0.000    0.000    0.000 lax.py:4144(_sort_abstract_eval)
        1    0.000    0.000    0.000    0.000 batching.py:609(batch)
        2    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
       31    0.000    0.000    0.000    0.000 _collections_abc.py:315(__subclasshook__)
        2    0.000    0.000    0.000    0.000 __init__.py:1467(info)
       49    0.000    0.000    0.000    0.000 batching.py:404(<genexpr>)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:362(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        3    0.000    0.000    0.000    0.000 api_util.py:413(<lambda>)
        4    0.000    0.000    0.000    0.000 dtypes.py:683(<setcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:886(find_distributions)
       18    0.000    0.000    0.000    0.000 hlo_helpers.py:206(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
        2    0.000    0.000    0.000    0.000 pyIPOPT.py:55(_getInforms)
        1    0.000    0.000    0.000    0.000 JpegPresets.py:1(<module>)
       30    0.000    0.000    0.000    0.000 multipleEmitterOnlineLocationAndPowerEstimator.py:493(get_estimate_emmitor_params)
       30    0.000    0.000    0.000    0.000 tree_util.py:378(<lambda>)
        1    0.000    0.000    0.000    0.000 backend_agg.py:86(_update_methods)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:62(BmpImageFile)
       29    0.000    0.000    0.000    0.000 dtypes.py:716(<genexpr>)
        4    0.000    0.000    0.000    0.000 batching.py:599(_main_trace_for_axis_names)
        1    0.000    0.000    0.000    0.000 zipfile.py:1192(ZipFile)
        2    0.000    0.000    0.000    0.000 lax.py:670(__repr__)
        1    0.000    0.000    0.000    0.000 __init__.py:550(discover)
        6    0.000    0.000    0.000    0.000 pjit.py:1704(<genexpr>)
        2    0.000    0.000    0.000    0.000 tree_util.py:384(_replace_nones)
        2    0.000    0.000    0.000    0.000 angleUnwrapper.py:5(__init__)
        6    0.000    0.000    0.000    0.000 patches.py:1601(set_width)
       18    0.000    0.000    0.000    0.000 function_base.py:5005(_meshgrid_dispatcher)
       24    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
       18    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       12    0.000    0.000    0.000    0.000 BaseSolver.py:102(setOption)
        1    0.000    0.000    0.000    0.000 blas.py:259(find_best_blas_type)
        4    0.000    0.000    0.000    0.000 batching.py:150(make_batch_axis)
       20    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
        2    0.000    0.000    0.000    0.000 enum.py:82(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:525(__getitem__)
       12    0.000    0.000    0.000    0.000 _collections.py:23(freeze)
        2    0.000    0.000    0.000    0.000 pyOpt_optimizer.py:145(_setHistory)
        1    0.000    0.000    0.000    0.000 fnmatch.py:80(translate)
       20    0.000    0.000    0.000    0.000 colors.py:404(<genexpr>)
       21    0.000    0.000    0.000    0.000 _array_api.py:170(_check_device_cpu)
        6    0.000    0.000    0.000    0.000 pjit.py:1726(_pjit_batcher_for_sharding)
        5    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
       19    0.000    0.000    0.000    0.000 slicing.py:1197(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        2    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        2    0.000    0.000    0.000    0.000 api.py:1269(<genexpr>)
        9    0.000    0.000    0.000    0.000 util.py:372(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._monotonicity}
        4    0.000    0.000    0.000    0.000 ad.py:515(deflinear2)
        1    0.000    0.000    0.000    0.000 sharding_impls.py:384(get_replicated_hlo_sharding)
        1    0.000    0.000    0.000    0.000 glob.py:26(iglob)
        7    0.000    0.000    0.000    0.000 batching.py:730(<listcomp>)
       23    0.000    0.000    0.000    0.000 linalg.py:325(_solve_dispatcher)
       10    0.000    0.000    0.000    0.000 lax.py:3331(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:746(__init__)
        3    0.000    0.000    0.000    0.000 batching.py:303(flatten_fun_for_vmap)
        6    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
       16    0.000    0.000    0.000    0.000 batching.py:350(full_lower)
       23    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 cProfile.py:118(__exit__)
        3    0.000    0.000    0.000    0.000 sre_parse.py:433(_uniq)
        3    0.000    0.000    0.000    0.000 xla_bridge.py:1022(devices)
        2    0.000    0.000    0.000    0.000 sre_parse.py:296(_class_escape)
        1    0.000    0.000    0.000    0.000 __init__.py:463(_all)
       31    0.000    0.000    0.000    0.000 glob.py:215(_ishidden)
        8    0.000    0.000    0.000    0.000 core.py:2557(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:2065(stride_dim)
        1    0.000    0.000    0.000    0.000 api.py:2293(<listcomp>)
        1    0.000    0.000    0.000    0.000 zipfile.py:320(ZipInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:885(MetadataPathFinder)
        2    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        3    0.000    0.000    0.000    0.000 batching.py:737(resolve_ragged_axes_against_inputs_outputs)
       17    0.000    0.000    0.000    0.000 util.py:559(__hash__)
        1    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
       23    0.000    0.000    0.000    0.000 fromnumeric.py:1403(_resize_dispatcher)
        6    0.000    0.000    0.000    0.000 patches.py:1620(set_height)
       16    0.000    0.000    0.000    0.000 batching.py:813(<genexpr>)
       21    0.000    0.000    0.000    0.000 mlir.py:1499(<listcomp>)
        8    0.000    0.000    0.000    0.000 lax.py:123(<genexpr>)
       12    0.000    0.000    0.000    0.000 lax.py:5032(<genexpr>)
       18    0.000    0.000    0.000    0.000 backend_bases.py:721(stop_rasterizing)
       16    0.000    0.000    0.000    0.000 ad.py:582(<lambda>)
        5    0.000    0.000    0.000    0.000 solves.py:180(<listcomp>)
        2    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
        4    0.000    0.000    0.000    0.000 slicing.py:1934(<listcomp>)
        9    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        6    0.000    0.000    0.000    0.000 __init__.py:777(__new__)
        9    0.000    0.000    0.000    0.000 __init__.py:1307(disable)
        2    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
       17    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        4    0.000    0.000    0.000    0.000 batching.py:399(get_axis_primitive_batcher)
        7    0.000    0.000    0.000    0.000 batching.py:714(<listcomp>)
       21    0.000    0.000    0.000    0.000 {built-in method _operator.gt}
       18    0.000    0.000    0.000    0.000 backend_bases.py:714(start_rasterizing)
        3    0.000    0.000    0.000    0.000 solves.py:162(transpose)
        9    0.000    0.000    0.000    0.000 shard_map.py:876(<lambda>)
       12    0.000    0.000    0.000    0.000 vectorize.py:309(<genexpr>)
       14    0.000    0.000    0.000    0.000 batching.py:848(<genexpr>)
        7    0.000    0.000    0.000    0.000 batching.py:734(<listcomp>)
        7    0.000    0.000    0.000    0.000 _array_api.py:12(_check_array_api_dispatch)
       13    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
        5    0.000    0.000    0.000    0.000 {method 'conj' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 shard_map.py:677(ShardMapTrace)
        1    0.000    0.000    0.000    0.000 lax.py:4266(<listcomp>)
        1    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 threading.py:782(_newname)
        4    0.000    0.000    0.000    0.000 xla_bridge.py:1131(<genexpr>)
        2    0.000    0.000    0.000    0.000 pyOpt_optimizer.py:105(_setSens)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
       10    0.000    0.000    0.000    0.000 lax.py:3326(<genexpr>)
       13    0.000    0.000    0.000    0.000 sre_compile.py:477(_get_iscased)
        3    0.000    0.000    0.000    0.000 core.py:432(def_abstract_eval)
        3    0.000    0.000    0.000    0.000 agent.py:19(<listcomp>)
        1    0.000    0.000    0.000    0.000 compiler.py:270(<lambda>)
        1    0.000    0.000    0.000    0.000 zipfile.py:778(ZipExtFile)
        1    0.000    0.000    0.000    0.000 platform.py:903(system)
        8    0.000    0.000    0.000    0.000 <string>:2(__eq__)
        2    0.000    0.000    0.000    0.000 pyIPOPT.py:80(_getDefaultOptions)
        1    0.000    0.000    0.000    0.000 zipfile.py:2257(Path)
        1    0.000    0.000    0.000    0.000 xla_client.py:151(pjrt_plugin_loaded)
        5    0.000    0.000    0.000    0.000 vectorize.py:277(<setcomp>)
        2    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        8    0.000    0.000    0.000    0.000 batching.py:816(<listcomp>)
        5    0.000    0.000    0.000    0.000 Image.py:3416(register_save)
       12    0.000    0.000    0.000    0.000 partial_eval.py:1553(<setcomp>)
        2    0.000    0.000    0.000    0.000 windowed_reductions.py:278(<genexpr>)
        1    0.000    0.000    0.000    0.000 partial_eval.py:229(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        8    0.000    0.000    0.000    0.000 core.py:2564(<genexpr>)
        2    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
        4    0.000    0.000    0.000    0.000 dtypes.py:568(<listcomp>)
        1    0.000    0.000    0.000    0.000 config.py:85(update)
        1    0.000    0.000    0.000    0.000 contextlib.py:339(__exit__)
        1    0.000    0.000    0.000    0.000 shard_map.py:1647(RewriteTracer)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:5054(comparator)
       18    0.000    0.000    0.000    0.000 transforms.py:1805(transform_path_non_affine)
       17    0.000    0.000    0.000    0.000 fromnumeric.py:91(_take_dispatcher)
        5    0.000    0.000    0.000    0.000 batching.py:300(is_vmappable)
        1    0.000    0.000    0.000    0.000 __init__.py:235(DeprecatedList)
        6    0.000    0.000    0.000    0.000 typing.py:1242(__eq__)
        2    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        2    0.000    0.000    0.000    0.000 weakref.py:348(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:330(EntryPoints)
        1    0.000    0.000    0.000    0.000 pathlib.py:875(parents)
